id	rel_path	hash	class	reason
bevy	crates/bevy_pbr/src/render/mesh_functions.wgsl	495c085350cac704614f4621409ce5397af96e349522c0130a640dd736320373	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/mesh_preprocess.wgsl	10e3c13b88f80f7dbe8ea8aebd8795376340c94fe747dbc6e154ceae2fa810af	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/parallax_mapping.wgsl	ae7e180cdc41d1627c6ff109fe8c7b426c33e9afeb33015907aa8714b107607e	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/pbr.wgsl	8376f702482f984c8903b189f26930681a206ce1fafc3ca585275a130ec519b7	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/pbr_ambient.wgsl	a5bb1f86b959cad493129e2cf3aabc212baa69557b970ab3a924af43e58ecab6	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/pbr_fragment.wgsl	d5ac0eeafbd19540d579d580324623a87c82e96f3d15edec8c45790cee76ddc4	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/pbr_functions.wgsl	859d6b1b2999f9d002742cc12773ee07153f20b504d4752288509bca71973543	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/pbr_lighting.wgsl	7358f401ae6ae21fc8db276d7a733b326b9ea2e0dcf3ec64c1a9d958b1671dd2	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/rgb9e5.wgsl	82cba27d21d3cb9610bfef4fc66d431032528db3de08505652479692a695315c	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/shadow_sampling.wgsl	e5b30399ec1d0c57a0790f6a82d13dda8082c45beef8f50a724eec30857a87f7	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/shadows.wgsl	6e522d6677bfd1f662a0a02c1012c15cea2a0e77a52c5668508db72f23efcf64	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/unpack_bins.wgsl	171f3cbf408d5c7b92273a87838dbd57be4bb9396850ba38501595e70d2dd551	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/utils.wgsl	77a180fd19ae4cd5d0fc3f972c7b063c0b918e6fec01b4688ed42e7b8c1ca5c8	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/view_transformations.wgsl	39683bf90eaf4771173ef947b8642579538c2db563985a281f1759511936f875	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/ssao/preprocess_depth.wgsl	956600100d16c86fb15305b67c6e158ec4b6bf903c39cea5f9532d656e58d5a3	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/ssao/spatial_denoise.wgsl	63f94aad3a8e8b3fa1fc6d11db2cff60dc05cc6ecef82d2ea1b9621ed4ae0333	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/ssao/ssao.wgsl	6b61435ca34f9741358565f1ac782d381b36a1694afc02c87793ea5f96901fbc	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/ssr/raymarch.wgsl	2e9b9d7fe1993868a5ca9e758e38cfe68a16dc70dca6629768dcb9d797965bfb	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/ssr/ssr.wgsl	18d082025f3cb4b3c5091c5e61cfff70a70a93cf0bfa5182289c29b2a5034884	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/transmission/transmission.wgsl	eccf564ad376c8b507a91e809ce117e09f9b43835af9d98696eb2158e900c69b	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/volumetric_fog/volumetric_fog.wgsl	aad496897b38d7d4f990571d6a00a204c40118a5813f79880dd34fae357aa445	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_render/src/color_operations.wgsl	39126d77a49df08eb50a2c430161647a014c08bd8c7a8468cdefee7a8b3a80b1	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_render/src/maths.wgsl	e4524a7fddebc69a88264558a5004b7a3a473aadae85761bf3f76de7ee4e1081	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_sprite_render/src/mesh2d/color_material.wgsl	76b5d6a8b6aca3abad30c2784bb3a179c03573ee4977dbe8c541ea23678a099c	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_sprite_render/src/mesh2d/mesh2d_functions.wgsl	d0c3a4e651318d1f2172438b2a976252e13ee2ef037ad61ee2e8f5da08896d09	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_sprite_render/src/sprite_mesh/sprite_material.wgsl	046d935d5014c74e2cd2a3b6b9ee65b7cf543495b913761adbd926db6d540477	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_sprite_render/src/tilemap_chunk/tilemap_chunk_material.wgsl	6e64ab8f378bd0f13b56fdaa706a2b1678f83df863af3730f0ebc5c6ae6d5144	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_ui_render/src/box_shadow.wgsl	f9715c4ad220744681d2a980bb3f74c206f23a867ffa6bce879f9e5782880c8a	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_ui_render/src/gradient.wgsl	f96c647d9e2991b19d31e40e0fe8b529a70101540db7c796257f87cb7f60404a	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_ui_render/src/ui.wgsl	37b257e2f0a5f1c35cd9f4025f9f78a6dbf32eba188b3aafdaceba5f9145eca1	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_ui_render/src/ui_texture_slice.wgsl	349f1f2a0de712b03abc5fa1fa1c5cd24159051b1c2b940bcc76a045f5f0c27f	byte-output-drift	strict-byte-parity-failure
